PN,Plant,Vendor
100-0224,1000,S1000
120-0260,1000,S1000
140-0645,1000,S1000
110-0377,1000,S1000
110-0570,1000,S1000
110-0371,1000,S1000
100-0038,1000,S1000
100-0033,1000,S1000
110-0246,1000,S1000
110-0261,1000,S1000
110-0380,1000,S1000
110-0624,1000,S1000
120-0143,1000,S1000
130-0077,1000,S1000
110-0730,1000,0000100067
110-0730,1000,0000100176
284-0097,1000,0000200039
284-0098,1000,0000200039
284-0001-40,1000,S1000
284-0089-40,1000,S1000
284-0089-20,1000,0000100228
280-0739,1000,S1000
280-0465,1000,S1000
280-0466,1000,S1000
310-0257,1000,S1000
280-0821,1000,S1000
280-0241,1000,S1000
284-0086-20,1000,0000100094
310-0284,1000,100199A
284-0084-20,1000,S1000
100-0225,1000,0000100100
140-1016,1000,0000100176
140-1016,1000,0000100306
140-0599,1000,0000400053
504-1718,1000,S1000
140-0848,1000,S1000
140-0849,1000,S1000
284-0089-20,1000,S1000
504-1718,1000,0000500033
300-0316,1000,S1000
300-0317,1000,S1000
310-0166,1000,S1000
311-0207,1000,S1000
321-0055,1000,S1000
110-0566,1000,0000100067
121-0020,1000,0000100100
100-0228,1000,0000100148
330-0273,1000,S1000
280-0793,1000,S2000
140-0628,1000,0000100349
310-0368,1000,0000200175
312-0008,1000,0000100102
140-0628,1000,0000400195
284-0086-20,1000,S1000
300-0195,1000,S1000
284-0097,1000,S1000
284-0098,1000,S1000
330-0266,1000,S1000
330-0004,1000,S1000
350-0027,1000,0000100356
350-0015,1000,0000100356
300-0316,1000,0000100102
300-0317,1000,0000100102
220-0227,1000,S1000
341-0036,1000,S1000
310-0006,1000,S8000
320-0128,1000,S8000
330-0194,1000,S8000
310-0104,1000,0000200175
280-0654-CN,1000,S1000
330-0266,1000,S2000
100-0365,1000,0000100148
350-0015,1000,S2000
110-0570,1000,0000100083
100-0031,1000,S8000
100-0025,1000,S8000
100-0033,1000,S8000
100-0035,1000,S8000
100-0024,1000,S8000
100-0021,1000,S8000
100-0018,1000,S8000
100-0004,1000,S8000
100-0038,1000,S8000
100-0061,1000,S8000
100-0074,1000,S8000
100-0086,1000,S8000
100-0088,1000,S8000
100-0214,1000,S8000
100-0224,1000,S8000
100-0225,1000,S8000
100-0227,1000,S8000
100-0268,1000,S8000
110-0064,1000,S8000
110-0099,1000,S8000
110-0158,1000,S8000
110-0174,1000,S8000
110-0214,1000,S8000
110-0239,1000,S8000
110-0241,1000,S8000
110-0246,1000,S8000
110-0249,1000,S8000
110-0253,1000,S8000
110-0261,1000,S8000
110-0268,1000,S8000
110-0369,1000,S8000
110-0371,1000,S8000
110-0377,1000,S8000
110-0380,1000,S8000
110-0566,1000,S8000
110-0570,1000,S8000
110-0602,1000,S8000
110-0603,1000,S8000
110-0624,1000,S8000
110-0627,1000,S8000
110-0713,1000,S8000
110-0730,1000,S8000
120-0029,1000,S8000
120-0046,1000,S8000
120-0121,1000,S8000
120-0138,1000,S8000
120-0143,1000,S8000
120-0152,1000,S8000
120-0202,1000,S8000
120-0215,1000,S8000
120-0247,1000,S8000
120-0248,1000,S8000
120-0260,1000,S8000
120-0310,1000,S8000
121-0020,1000,S8000
130-0077,1000,S8000
140-0022,1000,S8000
140-0253,1000,S8000
140-0384,1000,S8000
140-0477,1000,S8000
140-0628,1000,S8000
140-0638,1000,S8000
140-0645,1000,S8000
140-0834,1000,S8000
140-0852,1000,S8000
140-0853,1000,S8000
140-1016,1000,S8000
280-0241,1000,S8000
280-0465,1000,S8000
280-0466,1000,S8000
280-0587,1000,S8000
280-0821,1000,S8000
310-0257,1000,S8000
100-0228,1000,S8000
110-0011,1000,S8000
110-0295,1000,S8000
110-0311,1000,S8000
220-0072,1000,S8000
280-0489,1000,S8000
280-0636,1000,S8000
283-0015,1000,S8000
284-0084-20,1000,S8000
284-0089-40,1000,S8000
300-0316,1000,S8000
300-0317,1000,S8000
302-0004,1000,S8000
310-0166,1000,S8000
310-0376,1000,S8000
310-0440,1000,S8000
311-0207,1000,S8000
312-0008,1000,S8000
320-0109,1000,S8000
320-0284,1000,S8000
320-0328,1000,S8000
330-0024,1000,S8000
330-0234,1000,S8000
350-0015,1000,S8000
350-0016,1000,S8000
350-0026,1000,S8000
110-0369,1000,0000100083
110-0603,1000,0000100083
283-0111,1000,S9000
100-0024,1000,0000100083
120-0202,1000,0000100083
280-0739,1000,0000100136
280-0241,1000,S9000
280-0587,1000,S9000
283-0111,1000,S1000
280-0654,1000,0000500072
313-0010,1000,S1000
310-0238,1000,S1000
300-0140,1000,S2000
110-0377,1000,0000100083
110-0380,1000,0000100083
110-0713,1000,0000100083
100-0021,1000,0000100083
310-0171,1000,S1000
350-0017,1000,S2000
280-1019,1000,S2000
220-0072,1000,S2000
350-0027,1000,S2000
350-0016,1000,S2000
330-0234,1000,S2000
140-0472,1000,S2000
280-0587,1000,S2000
350-0154,1000,S2000
320-0109,1000,S2000
330-0101,1000,S2000
110-0566,1000,0000100083
110-0730,1000,0000100083
220-0227,1000,S2000
341-0036,1000,S2000
300-0316,1000,S2000
300-0317,1000,S2000
110-0312,1000,0000400173
310-0171,1000,S2000
110-0371,1000,0000100083
310-0369,1000,S2000
283-0111,1000,S8000
320-0109,1000,0000100333
140-0313,1000,S8000
320-0284,1000,S9000
220-0072,1000,0000100073
310-0257,1000,S9000
310-0440,1000,S2000
311-0183,1000,S1000
100-0061,1000,S1000
100-0227,1000,S1000
110-0369,1000,S1000
110-0571,1000,S1000
110-0602,1000,S1000
110-0603,1000,S1000
110-0730,1000,S1000
120-0029,1000,S1000
120-0121,1000,S1000
120-0248,1000,S1000
140-0113,1000,S1000
140-0240,1000,S1000
140-0253,1000,S1000
140-0599,1000,S1000
140-0847,1000,S1000
160-1287,1000,S1000
504-1878,1000,0000100361
330-0004,1000,S9000
350-0015,1000,0000301152
350-0027,1000,0000301152
140-0340,1000,S2000
280-0241,1000,S2000
320-0109,1000,0000100318
284-0089-40,1000,0000400346
284-0089-40,1000,0000100170
310-0368,1000,0000100041
350-0015,1000,0000100323
350-0025,1000,0000100323
350-0025,1000,0000100356
350-0017,1000,0000100323
350-0017,1000,0000100356
350-0016,1000,0000100356
350-0227,1000,0000100323
330-0081,1000,0000100175
330-0234,1000,0000100175
330-0234,1000,0000100063
330-0101,1000,0000100175
330-0101,1000,0000100063
350-0026,1000,0000100356
350-0015,1000,0000100009
350-0027,1000,0000100009
350-0025,1000,0000100009
110-0624,1000,0000100083
121-0020,1000,0000100148
140-0338,1000,0000200180
140-0352,1000,0000200180
140-0388,1000,0000200180
280-0742,1000,S1000
100-0107,1000,0000100378
280-1019,1000,0000200180
280-0821,1000,0000100073
280-1019,1000,S9000
100-0038,1000,0000100083
100-0225,1000,0000100083
100-0227,1000,0000100083
302-0006,1000,S1000
310-0376,1000,S2000
280-0821,1000,S2000
313-0010,1000,0000200175
350-0025,1000,S2000
302-0004,1000,S2000
100-0088,1000,0000100083
100-0074,1000,S1000
100-0088,1000,S1000
120-0046,1000,S1000
120-0152,1000,S1000
120-0215,1000,S1000
140-0477,1000,S1000
100-0074,1000,0000100379
140-0246,1000,0000200180
320-0284,1000,S2000
330-0081,1000,S2000
330-0025,1000,S2000
140-0313,1000,0000200180
350-0017,1000,0000301152
140-0546,1000,0000200146
350-0016,1000,0000301152
120-0134,1000,0000100083
330-0088,1000,S2000
280-0739-CN,1000,S1000
310-0440,1000,0000100367
310-0284,1000,S6000
310-0109,1000,S6000
330-0234,1000,S9000
320-0328,1000,S9000
220-0072,1000,S9000
110-0377,1000,0000100067
310-0284,1000,0000500100
120-0046,1000,0000100083
350-0016,1000,0000100323
350-0027,1000,0000100323
350-0026,1000,0000100323
310-0238,1000,0000500100
140-0253,1000,0000200180
280-0489,1000,S2000
120-0138,1000,0000100083
310-0063,1000,0000400234
350-0136,1000,S1000
504-1694,1000,S2000
350-0210,1000,S1000
160-1287,1000,0000100204
140-0848,1000,S9000
321-0055,1000,S9000
350-0026,1000,S2000
100-0031,1000,0000100083
100-0033,1000,0000100083
284-0084-20,1000,S2000
310-0063,1000,0000400481
284-0089-40,1000,S2000
140-0388,1000,0000400461
140-0852,1000,0000400487
100-0073,1000,0000100083
140-0547,1000,S2000
140-0338,1000,0000400461
140-0022,1000,0000400468
280-0798,1000,S1000
140-0246,1000,0000400461
140-0352,1000,0000400468
140-0112,1000,0000400259
302-0004,1000,0000100384
310-0171,1000,S9000
330-0273,1000,S9000
140-0352,1000,0000400492
310-0376,1000,S9000
310-0440,1000,S9000
100-0285,1000,0000100100
100-0286,1000,0000100100
140-0022,1000,0000400143
140-0352,1000,0000400143
100-0021,1000,0000100379
100-0106,1000,0000100378
100-0108,1000,0000100378
100-0214,1000,0000100100
100-0214,1000,0000100379
100-0224,1000,0000100100
100-0268,1000,0000100100
100-0365,1000,0000100100
120-0152,1000,0000100083
120-0247,1000,0000100083
504-1718,1000,0000100006
313-0001,1000,S2000
910-0067,1000,S2000
284-0089-20,1000,S2000
140-0638,1000,S1000
110-0571,1000,0000100083
110-0602,1000,0000100083
110-0627,1000,0000100083
140-0338,1000,0000100306
140-0388,1000,0000100306
140-0388,1000,0000100365
140-0113,1000,0000400259
910-0067,1000,0000400504
350-0016,1000,0000100328
350-0017,1000,0000100328
350-0015,1000,0000100328
350-0027,1000,0000100328
220-0072,1000,0000400387
100-0004,1000,0000100083
100-0035,1000,0000100083
100-0061,1000,0000100083
350-0027,1000,0000100385
504-1878,1000,S1000
310-0166,1000,S2000
140-0352,1000,0000100306
310-0362,1000,S1000
300-0144,1000,S1000
300-0355,1000,S1000
140-0022,1000,0000100289
300-0316,1000,0000100388
300-0317,1000,0000100388
310-0357,1000,0000100388
320-0109,1000,0000100388
350-0117,1000,S1000
280-1018,1000,S9000
310-0357,1000,S2000
140-0112,1000,0000400517
140-0246,1000,0000400173
140-0246,1000,0000400143
300-0316,1000,S9000
300-0317,1000,S9000
310-0357,1000,S9000
320-0109,1000,S9000
302-0004,1000,S9000
311-0207,1000,S2000
311-0183,1000,S2000
140-0852,1000,S1000
140-0246,1000,0000400492
280-0636,1000,S9000
160-1287,1000,0000100195
910-0067,1000,0000500118
140-0852,1000,S9000
140-0437,1000,0000100297
280-0636,1000,S2000
280-0654-CN,1000,S2000
280-1018,1000,S2000
140-0253,1000,0000400461
100-0086,1000,S9000
140-0834,1000,S9000
140-0849,1000,S9000
140-0638,1000,S9000
350-0227,1000,S2000
330-0024,1000,S2000
220-0072,1000,0000100397
110-0064,1000,S1000
310-0395,1000,S2000
300-0355,1000,0000100102
320-0328,1000,S2000
320-0328,1000,0000100196
284-0089-20,1000,S9000
350-0227,1000,S9000
140-0628,1000,0000200198
350-0016,1000,0000100385
100-0086,1000,0000100379
100-0088,1000,0000100379
284-0085-20,1000,0000100094
330-0284,1000,S2000
300-0144,1000,S9000
300-0355,1000,S9000
341-0036,1000,S9000
284-0089-40,1000,S9000
302-0006,1000,S9000
310-0166,1000,S9000
310-0362,1000,S9000
311-0207,1000,S9000
350-0208,1000,S9000
350-0015,1000,0000100385
330-0273,1000,0000100063
330-0273,1000,0000100175
330-0024,1000,0000100063
330-0024,1000,0000100175
284-0001-35,1000,0000100094
220-0227,1000,S9000
280-0793-02,1000,S9000
320-0128,1000,S9000
504-1354,1000,0000100297
504-1878,1000,0000100006
284-0051-40,1000,0000200125
284-0089-20,1000,0000200125
284-0089-40,1000,0000200125
220-0134-010,1000,S9000
504-1712,1000,S1000
330-0273,1000,S2000
280-0821,1000,S9000
915-0040,1000,S1000
310-0109,1000,S2000
313-0010,1000,S2000
504-1694,1000,S9000
310-0238,1000,S2000
350-0017,1000,0000100385
915-0040,1000,0000100044
310-0063,1000,S2000
915-0040,1000,S2000
284-0001-40,1000,S2000
110-0713,1000,S9000
100-0024,1000,S1000
100-0086,1000,S1000
110-0566,1000,S1000
110-0627,1000,S1000
140-0834,1000,S1000
110-0099,1000,S9000
110-0241,1000,S9000
110-0249,1000,S9000
110-0295,1000,S9000
110-0311,1000,S9000
140-0113,1000,S9000
140-0240,1000,S9000
120-0253,1000,S1000
283-0111,1000,S2000
504-1878,1000,S2000
350-0016,1000,0000400432
350-0017,1000,0000400432
284-0098,1000,S2000
302-0004,1000,0000200216
320-0284,1000,0000100436
330-0194,1000,S6000
350-0016,1000,0000100393
350-0017,1000,0000100393
140-0628,1000,0000200236
915-0040,1000,0000500118
140-0848,1000,S2000
140-0849,1000,S2000
120-0138,1000,S1000
120-0051,1000,0000100125
100-0074,1000,0000100125
100-0035,1000,S9000
100-0038,1000,S9000
100-0074,1000,S9000
110-0371,1000,S9000
120-0121,1000,S9000
100-0054,1000,0000100125
140-0113,1000,0000200237
110-0001,1000,S1000
110-0099,1000,S1000
110-0241,1000,S1000
110-0311,1000,S1000
140-0386,1000,S1000
110-0158,1000,S1000
100-0143,1000,S1000
100-0021,1000,0000100125
130-0077,1000,0000100566
140-0834,1000,0000200131
100-0061,1000,0000200278
100-0025,1000,0000200278
100-0038,1000,0000200278
100-0088,1000,0000200278
110-0371,1000,0000100552
110-0369,1000,0000100552
100-0024,1000,0000200278
100-0086,1000,0000200278
100-0143,1000,0000200278
120-0121,1000,0000100552
120-0143,1000,0000200278
110-0241,1000,0000100551
110-0099,1000,0000100551
110-0001,1000,0000100551
110-0158,1000,0000100551
110-0064,1000,0000100551
110-0311,1000,0000100551
284-0089-40,1000,0000100396
100-0142,1000,S1000
110-0239,1000,S1000
110-0308,1000,S1000
110-0174,1000,S1000
140-0246,1000,S1000
110-0460,1000,S1000
330-0004,1000,S2000
100-0004,1000,S1000
350-0026,1000,0000100393
100-0225,1000,S9000
100-0227,1000,S9000
110-0603,1000,S9000
121-0060-CD,1000,S9000
130-0077,1000,S9000
330-0266,1000,S9000
140-0546,1000,S2000
100-0004,1000,S9000
100-0021,1000,S9000
100-0024,1000,S9000
100-0025,1000,S9000
100-0031,1000,S9000
100-0033,1000,S9000
100-0061,1000,S9000
100-0073,1000,S9000
100-0088,1000,S9000
100-0214,1000,S9000
100-0268,1000,S9000
110-0369,1000,S9000
110-0377,1000,S9000
110-0380,1000,S9000
110-0566,1000,S9000
110-0570,1000,S9000
110-0602,1000,S9000
110-0624,1000,S9000
110-0627,1000,S9000
110-0730,1000,S9000
120-0029,1000,S9000
120-0143,1000,S9000
120-0248,1000,S9000
140-0022,1000,S9000
140-0253,1000,S9000
140-0313,1000,S9000
140-0384,1000,S9000
140-0386,1000,S9000
140-0853,1000,S9000
110-0571,1000,S9000
302-0006,1000,0000100384
310-0104,1000,S9000
350-0025,1000,0000100393
283-0015,1000,S9000
140-0628,1000,S1000
350-0154,1000,SXZ01
350-0015,1000,0000100393
350-0027,1000,0000100393
330-0164,1000,S2000
313-0010,1000,S5000
140-0240,1000,0000400143
100-0031,1000,S1000
100-0035,1000,S1000
140-1016,1000,S9000
100-0225,1000,0000200278
100-0214,1000,0000200278
100-0227,1000,0000200278
100-0365,1000,0000200278
110-0602,1000,0000100552
100-0268,1000,0000200278
100-0021,1000,S1000
140-0313,1000,S1000
100-0073,1000,S1000
121-0060-CD,1000,0000100083
350-0015,2000,0000100003
350-0016,2000,0000100003
350-0017,2000,0000100003
350-0025,2000,0000100003
350-0026,2000,0000100003
350-0027,2000,0000100003
330-0004,2000,0000100009
330-0024,2000,0000100009
330-0025,2000,0000100009
330-0081,2000,0000100009
330-0088,2000,0000100009
330-0101,2000,0000100009
310-0166,2000,0000100078
100-0004,2000,0000100100
100-0018,2000,0000100100
100-0024,2000,0000100100
100-0025,2000,0000100100
100-0031,2000,0000100100
100-0035,2000,0000100100
100-0038,2000,0000100100
100-0054,2000,0000100100
120-0029,2000,0000100100
120-0046,2000,0000100100
120-0051,2000,0000100100
320-0109,2000,0000100102
320-0128,2000,0000100102
100-0021,2000,0000100119
100-0033,2000,0000100119
100-0061,2000,0000100119
100-0073,2000,0000100119
100-0074,2000,0000100119
120-0047,2000,0000100119
140-0022,2000,0000200009
140-0112,2000,0000200011
140-0113,2000,0000200011
140-0240,2000,0000200019
310-0063,2000,0000100041
310-0104,2000,0000100033
310-0109,2000,0000200032
100-0073,2000,0000100148
110-0001,2000,0000100067
110-0001,2000,0000200019
110-0002,2000,0000200019
110-0002,2000,0000100067
120-0047,2000,0000100148
120-0046,2000,0000100148
120-0051,2000,0000100148
110-0001,2000,0000100163
110-0002,2000,0000100163
110-0064,2000,0000100163
110-0091,2000,0000100163
110-0099,2000,0000100163
110-0158,2000,0000100163
110-0239,2000,0000100163
110-0248,2000,0000100163
140-0240,2000,0000100162
110-0002,2000,0000100118
110-0064,2000,0000100118
110-0214,2000,0000100118
110-0001,2000,0000100118
110-0241,2000,0000100118
110-0011,2000,0000100118
100-0025,2000,0000100148
100-0021,2000,0000100148
100-0033,2000,0000100100
100-0073,2000,0000100100
100-0021,2000,0000100100
100-0004,2000,0000100119
120-0029,2000,0000100119
110-0099,2000,0000100118
110-0158,2000,0000100118
100-0024,2000,0000100119
910-0067,2000,0000100044
120-0029,2000,0000100148
140-0246,2000,0000200019
140-0113,2000,0000200000
300-0105,2000,0000100106
300-0106,2000,0000100106
310-0229,2000,0000100106
320-0218,2000,0000100106
300-0105,2000,0000100096
300-0106,2000,0000100096
310-0229,2000,0000100096
330-0088,2000,0000100017
120-0047,2000,0000200019
100-0074,2000,0000100100
310-0238,2000,0000100000
280-0241,2000,0000100000
100-0086,2000,0000200019
100-0035,2000,0000100148
300-0105,2000,0000100102
300-0106,2000,0000100102
310-0229,2000,0000100102
320-0218,2000,0000100102
320-0248,2000,0000100102
310-0228,2000,0000100102
110-0011,2000,0000100067
110-0064,2000,0000100067
110-0158,2000,0000100067
110-0241,2000,0000100067
140-0112,2000,0000200018
330-0081,2000,0000100017
320-0248,2000,0000100000
310-0257,2000,0000100009
310-0241,2000,0000100102
140-0253,2000,0000200018
140-0253,2000,0000200019
100-0024,2000,0000100148
330-0164,2000,0000100017
330-0101,2000,0000100017
100-0088,2000,0000200019
120-0047,2000,0000100100
330-0081,2000,0000100063
100-0033,2000,0000100148
110-0001,2000,0000100000
140-0313,2000,0000200009
310-0284,2000,0000100000
110-0001,2000,0000100176
110-0174,2000,0000100176
100-0031,2000,0000100148
110-0099,2000,0000100176
110-0214,2000,0000100176
110-0294,2000,0000100000
320-0284,2000,0000100102
140-0338,2000,0000200009
110-0295,2000,0000200019
110-0296,2000,0000200019
100-0004,2000,0000100148
110-0099,2000,0000100067
110-0248,2000,0000100067
120-0128,2000,0000100000
110-0260,2000,0000100000
110-0174,2000,0000100067
110-0011,2000,0000100176
110-0064,2000,0000100176
110-0158,2000,0000100176
120-0121,2000,0000100148
140-0253,2000,0000200009
140-0240,2000,0000200009
110-0260,2000,0000100176
110-0241,2000,0000100176
100-0038,2000,0000100148
100-0061,2000,0000100148
110-0260,2000,0000200019
100-0086,2000,0000100148
310-0321,2000,0000100170
140-0352,2000,0000100000
110-0214,2000,0000100163
100-0074,2000,0000100148
120-0134,2000,0000100000
140-0246,2000,0000200009
310-0323,2000,0000100170
100-0088,2000,0000100100
100-0086,2000,0000100100
110-0246,2000,0000100067
110-0011,2000,0000100163
110-0241,2000,0000100163
280-0465,2000,0000100168
280-0466,2000,0000100168
350-0113,2000,0000100003
330-0194,2000,0000100009
160-1132,2000,0000100019
160-1132,2000,0000200000
280-0587,2000,0000200017
350-0117,2000,0000100003
100-0106,2000,0000100000
100-0107,2000,0000100000
100-0108,2000,0000100000
140-0352,2000,0000200019
330-0088,2000,0000100175
280-0489,2000,0000200017
120-0134,2000,0000100110
140-0340,2000,0000200070
140-0345,2000,0000200070
350-0015,2000,0000100136
350-0027,2000,0000100136
350-0016,2000,0000100136
140-0352,2000,0000200009
100-0061,2000,0000100100
100-0088,2000,0000100148
120-0138,2000,0000100100
320-0328,2000,0000100034
220-0072,2000,0000100034
110-0214,2000,0000100067
280-0636,2000,0000100000
300-0140,2000,0000100189
310-0357,2000,0000100189
310-0369,2000,0000100078
280-0654,2000,0000200005
280-0655,2000,0000200005
120-0128,2000,0000100083
350-0136,2000,0000100003
300-0144,2000,0000100189
280-0489,2000,0000200000
310-0368,2000,0000100033
160-1152,2000,0000100000
100-0018,2000,0000100148
120-0128,2000,0000100148
310-0395,2000,0000200000
140-0384,2000,0000100000
350-0137,2000,0000100187
110-0253,2000,0000100163
110-0294,2000,0000100163
140-0386,2000,0000100000
140-0388,2000,0000100000
110-0253,2000,0000100067
110-0294,2000,0000100067
310-0376,2000,0000100078
120-0138,2000,0000100148
110-0156,2000,0000100067
110-0296,2000,0000100067
110-0273,2000,0000100067
160-1152,2000,0000100019
504-1311,2000,0000100006
350-0025,2000,0000100012
350-0026,2000,0000100012
350-0016,2000,0000100012
100-0054,2000,0000100148
110-0156,2000,0000100163
110-0273,2000,0000100163
110-0296,2000,0000100163
110-0295,2000,0000100067
100-0106,2000,0000100190
100-0107,2000,0000100190
100-0108,2000,0000100190
310-0171,2000,0000100078
330-0234,2000,0000100009
110-0156,2000,0000200019
110-0239,2000,0000100067
110-0252,2000,0000100067
110-0308,2000,0000100067
110-0268,2000,0000100067
110-0246,2000,0000100163
110-0252,2000,0000100163
110-0308,2000,0000100163
110-0295,2000,0000100163
140-0384,2000,0000200000
110-0308,2000,0000200000
110-0252,2000,0000200000
140-0386,2000,0000200009
120-0121,2000,0000100083
110-0312,2000,0000100000
110-0308,2000,0000100000
110-0252,2000,0000100000
280-0742,2000,0000200005
280-0739,2000,0000200005
140-0384,2000,0000200009
110-0091,2000,0000100067
110-0311,2000,0000100000
110-0246,2000,0000100000
280-0753-005,2000,0000100034
120-0143,2000,0000100000
160-1168,2000,0000100019
160-1168,2000,0000200084
320-0248,2000,0000100170
160-1152,2000,0000100195
310-0443,2000,0000100078
310-0444,2000,0000100078
280-0779,2000,0000200005
310-0284,2000,0000100199
140-0388,2000,0000200009
310-0362,2000,0000100196
350-0154,2000,0000100000
120-0143,2000,0000100148
110-0312,2000,0000100176
280-0793,2000,0000200000
280-0793-02,2000,0000200000
280-0798,2000,0000200000
120-0143,2000,0000100100
330-0255,2000,0000100175
110-0248,2000,0000100176
504-1354,2000,0000100006
110-0312,2000,0000200075
110-0268,2000,0000100163
110-0260,2000,0000100067
110-0270,2000,0000100067
110-0261,2000,0000100067
110-0260,2000,0000100163
110-0270,2000,0000100163
310-0478,2000,0000100078
320-0328,2000,0000100136
280-0821,2000,0000100143
310-0395,2000,0000200085
280-0636,2000,0000100143
310-0474,2000,0000100078
110-0261,2000,0000100163
310-0440,2000,0000100206
140-0437,2000,0000100185
110-0174,2000,0000100163
280-0654,2000,0000200082
310-0238,2000,0000100199
280-0654,2000,0000200088
320-0284,2000,0000100189
330-0273,2000,0000100009
220-0072,2000,0000100136
280-0779,2000,0000200088
280-0655,2000,0000200088
280-0742,2000,0000200088
280-0739,2000,0000200088
160-1168,2000,0000100204
300-0140,2000,0000100194
280-0636,2000,0000100228
160-1189,2000,0000100019
160-1189,2000,0000100204
120-0152,2000,0000100148
300-0144,2000,0000100194
280-0793,2000,0000200091
280-0793-02,2000,0000200091
280-0798,2000,0000200091
504-1406,2000,0000100006
140-0313,2000,0000100000
330-0266,2000,0000100175
330-0266,2000,0000100009
140-0472,2000,0000200076
110-0270,2000,0000100000
100-0141,2000,0000100100
100-0142,2000,0000100100
100-0143,2000,0000100100
140-0477,2000,0000100000
100-0143,2000,0000100148
504-1431,2000,0000100006
280-1018,2000,0000200003
140-0481,2000,0000200011
160-1189,2000,0000100195
100-0141,2000,0000100148
100-0142,2000,0000100148
140-0481,2000,0000200019
330-0285,2000,0000100175
110-0296,2000,0000100000
110-0253,2000,0000100000
110-0295,2000,0000100000
110-0261,2000,0000100000
280-1019,2000,0000200003
310-0357,2000,0000100218
110-0311,2000,0000100067
280-0798,2000,0000100094
330-0284,2000,0000100009
300-0195,2000,0000100189
110-0369,2000,0000100176
110-0371,2000,0000100176
110-0377,2000,0000100176
110-0380,2000,0000100176
280-0793,2000,0000100094
300-0140,2000,0000100102
300-0144,2000,0000100102
280-0654,2000,0000200121
140-0546,2000,0000200006
140-0547,2000,0000200006
140-0384,2000,0000200019
310-0006,2000,0000100078
310-0300,2000,0000100078
350-0208,2000,0000100003
350-0210,2000,0000100000
280-0739,2000,0000200121
280-1019,2000,0000200123
220-0072,2000,0000100192
300-0213,2000,0000100102
300-0214,2000,0000100102
352-0001,2000,0000100003
352-0002,2000,0000100003
350-0227,2000,0000100187
110-0249,2000,0000100067
280-0793,2000,0000100258
280-0798,2000,0000100258
311-0005,2000,0000100078
280-0798,2000,0000100136
140-0472,2000,0000200006
300-0213,2000,0000100189
300-0214,2000,0000100189
283-0015,2000,0000200123
283-0015,2000,0000200121
504-1431,2000,0000100205
120-0202,2000,0000100000
280-0793-02,2000,0000100094
140-0338,2000,0000100000
140-0338,2000,0000100176
280-0655,2000,0000200121
130-0077,2000,0000100000
120-0202,2000,0000100148
110-0460,2000,0000100067
220-0129,2000,0000100136
310-0357,2000,0000100102
140-0628,2000,0000200009
140-0253,2000,0000100000
220-0134-005,2000,0000100136
220-0134-010,2000,0000100136
220-0134-020,2000,0000100136
220-0134-005,2000,0000100034
220-0134-010,2000,0000100034
220-0134-020,2000,0000100034
140-0253,2000,0000200000
302-0004,2000,0000100170
220-0134-007,2000,0000100136
302-0006,2000,0000100170
302-0008,2000,0000100170
504-1553,2000,0000100006
140-0645,2000,0000200000
110-0002,2000,0000100176
110-0252,2000,0000100176
110-0273,2000,0000100176
110-0308,2000,0000100176
110-0156,2000,0000100176
110-0296,2000,0000100176
140-0645,2000,0000100000
140-0638,2000,0000100185
120-0215,2000,0000100000
140-0639,2000,0000200014
220-0072,2000,0000100094
160-1237,2000,0000100019
160-1237,2000,0000100195
140-0477,2000,0000200000
300-0213,2000,0000100194
300-0214,2000,0000100194
220-0136-001,2000,0000100136
220-0136-003,2000,0000100136
220-0136-005,2000,0000100136
220-0136-007,2000,0000100136
220-0136-010,2000,0000100136
220-0136-020,2000,0000100136
220-0136-030,2000,0000100136
504-1431,2000,0000100000
310-0597,2000,0000100189
312-0008,2000,0000100206
286-0018-35,2000,0000100168
160-1132,2000,0000100204
100-0018,2000,0000100205
100-0024,2000,0000100205
100-0031,2000,0000100205
100-0033,2000,0000100205
100-0035,2000,0000100205
100-0038,2000,0000100205
100-0061,2000,0000100205
100-0074,2000,0000100205
100-0086,2000,0000100205
100-0088,2000,0000100205
110-0002,2000,0000100205
110-0011,2000,0000100205
110-0064,2000,0000100205
110-0156,2000,0000100205
110-0214,2000,0000100205
110-0241,2000,0000100205
110-0273,2000,0000100205
110-0296,2000,0000100205
120-0046,2000,0000100205
120-0047,2000,0000100205
120-0051,2000,0000100205
120-0128,2000,0000100205
120-0134,2000,0000100205
120-0138,2000,0000100205
120-0143,2000,0000100205
140-0240,2000,0000100205
140-0313,2000,0000100205
140-0338,2000,0000100205
140-0352,2000,0000100205
330-0285,2000,0000100063
504-1612,2000,0000100006
140-0477,2000,0000200135
130-0077,2000,0000100289
310-0596-03,2000,0000100102
100-0224,2000,0000100148
310-0598,2000,0000100189
100-0227,2000,0000100100
100-0228,2000,0000100100
100-0214,2000,0000100148
280-0241,2000,0000100293
100-0225,2000,0000100148
110-0371,2000,0000100067
140-0246,2000,0000100205
313-0001,2000,0000200085
140-0253,2000,0000100205
504-1431,2000,0000100297
320-0128,2000,0000100189
310-0228,2000,0000100189
310-0229,2000,0000100189
300-0213,2000,0000100296
300-0214,2000,0000100296
110-0566,2000,0000100176
110-0570,2000,0000100176
110-0571,2000,0000100176
313-0010,2000,0000100033
350-0258,2000,0000100187
120-0215,2000,0000100294
140-0477,2000,0000200140
284-0054,2000,0000100258
120-0247,2000,0000100000
100-0268,2000,0000100148
220-0134-002,2000,0000100136
504-1694,2000,0000100006
